shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Q060384,40.696665,-73.805161,170005
Q060384,40.696742,-73.805253,170006
Q060384,40.696847,-73.805367,170007
Q060384,40.697026,-73.805530,170008
Q060384,40.697307,-73.805737,170009
Q060384,40.698046,-73.806221,170010
Q060384,40.698301,-73.806402,170011
Q060384,40.698301,-73.806402,180001
Q060384,40.698430,-73.806493,180002
Q060384,40.698846,-73.806787,180003
Q060384,40.699028,-73.806927,180004
Q060384,40.699349,-73.807109,180005
Q060384,40.699539,-73.807209,180006
Q060384,40.699595,-73.807241,180007
Q060384,40.699628,-73.807259,180008
Q060384,40.699670,-73.807279,180009
Q060384,40.699773,-73.807328,180010
Q060384,40.699871,-73.807373,180011
Q060384,40.699914,-73.807394,180012
Q060384,40.699991,-73.807429,180013
Q060384,40.700017,-73.807442,180014
Q060384,40.700099,-73.807481,180015
Q060384,40.700189,-73.807525,180016
Q060384,40.700501,-73.807675,180017
Q060384,40.700501,-73.807675,190001
Q060384,40.700619,-73.807732,190002
Q060384,40.700701,-73.807764,190003
Q060384,40.701218,-73.807886,190004
Q060384,40.701554,-73.807946,190005
Q060384,40.701703,-73.807948,190006
Q060384,40.701786,-73.807939,190007
Q060384,40.701784,-73.807745,190008
Q060384,40.701791,-73.807426,190009
Q060384,40.701791,-73.806910,190010
Q060384,40.701817,-73.806316,190011
Q060384,40.701825,-73.806112,190012
Q060384,40.701869,-73.805703,190013
Q060384,40.701895,-73.805517,190014
Q060384,40.701955,-73.805242,190015
Q060384,40.702174,-73.804441,190016
Q060384,40.702400,-73.803607,190017
Q060384,40.702762,-73.802274,190018
Q060384,40.702809,-73.802117,190019
Q060384,40.702809,-73.802117,200001
Q060384,40.703022,-73.801420,200002
Q060384,40.703375,-73.800201,200003
Q060384,40.703444,-73.800006,200004
Q060384,40.703437,-73.799876,200005
Q060384,40.703505,-73.799683,200006
Q060384,40.703740,-73.799130,200007
Q060384,40.703991,-73.798518,200008
Q060384,40.704207,-73.797957,200009
Q060384,40.704329,-73.797669,200010
Q060384,40.704376,-73.797543,200011
Q060384,40.704376,-73.797543,210001
Q060384,40.704508,-73.797190,210002
Q060384,40.704582,-73.797128,210003
Q060384,40.704632,-73.797000,210004
Q060384,40.704719,-73.796792,210005
Q060384,40.705185,-73.795687,210006
Q060384,40.705348,-73.795257,210007
Q060384,40.705348,-73.795257,220001
Q060384,40.705495,-73.794872,220002
Q060384,40.705747,-73.794250,220003
Q060384,40.705745,-73.794168,220004
Q060384,40.705836,-73.793950,220005
Q060384,40.706256,-73.792813,220006
Q060384,40.706325,-73.792599,220007
Q060384,40.706368,-73.792472,220008
Q060384,40.706400,-73.792490,220009
Q060384,40.706429,-73.792504,220010
Q060384,40.706472,-73.792530,220011
Q060384,40.707154,-73.792963,220012
Q060384,40.707307,-73.793067,220013
Q060384,40.707524,-73.792432,220014
Q070382,40.691136,-73.868515,10001
Q070382,40.691094,-73.868731,10002
Q070382,40.691020,-73.869023,10003
Q070382,40.690982,-73.869013,10004
Q070382,40.688262,-73.868369,10005
Q070382,40.688262,-73.868369,20001
Q070382,40.688181,-73.868350,20002
Q070382,40.687647,-73.868230,20003
Q070382,40.687303,-73.868150,20004
Q070382,40.686812,-73.868030,20005
Q070382,40.686624,-73.867987,20006
Q070382,40.686727,-73.867558,20007
Q070382,40.686868,-73.867008,20008
Q070382,40.686655,-73.866715,20009
Q070382,40.686297,-73.866169,20010
Q070382,40.686156,-73.865888,20011
Q070382,40.685987,-73.865390,20012
Q070382,40.685906,-73.865230,20013
Q070382,40.685855,-73.864949,20014
Q070382,40.685716,-73.864367,20015
Q070382,40.685716,-73.864367,30001
Q070382,40.685691,-73.864264,30002
Q070382,40.685442,-73.863292,30003
Q070382,40.685199,-73.862304,30004
Q070382,40.685031,-73.861678,30005
Q070382,40.684953,-73.861374,30006
Q070382,40.684823,-73.860906,30007
Q070382,40.684796,-73.860797,30008
Q070382,40.684771,-73.860703,30009
Q070382,40.684747,-73.860610,30010
Q070382,40.684711,-73.860473,30011
Q070382,40.684711,-73.860473,40001
Q070382,40.684502,-73.859666,40002
Q070382,40.684230,-73.858556,40003
Q070382,40.684103,-73.858105,40004
Q070382,40.683947,-73.857471,40005
Q070382,40.683917,-73.857337,40006
Q070382,40.683742,-73.856616,40007
Q070382,40.683708,-73.856500,40008
Q070382,40.683682,-73.856384,40009
Q070382,40.683623,-73.856184,40010
Q070382,40.683623,-73.856184,50001
Q070382,40.683610,-73.856143,50002
Q070382,40.683487,-73.855575,50003
Q070382,40.683390,-73.855215,50004
Q070382,40.683325,-73.855022,50005
Q070382,40.683118,-73.854148,50006
Q070382,40.682833,-73.853055,50007
Q070382,40.682644,-73.852192,50008
Q070382,40.682644,-73.852192,60001
Q070382,40.682597,-73.851977,60002
Q070382,40.682293,-73.850861,60003
Q070382,40.682221,-73.850609,60004
Q070382,40.682019,-73.849764,60005
Q070382,40.681878,-73.849215,60006
Q070382,40.681799,-73.848928,60007
Q070382,40.681799,-73.848928,70001
Q070382,40.681717,-73.848632,70002
Q070382,40.681519,-73.847868,70003
Q070382,40.681418,-73.847477,70004
Q070382,40.681111,-73.846339,70005
Q070382,40.680851,-73.845296,70006
Q070382,40.680851,-73.845296,80001
Q070382,40.680825,-73.845193,80002
Q070382,40.680802,-73.845092,80003
Q070382,40.680799,-73.845072,80004
Q070382,40.680716,-73.844739,80005
Q070382,40.680689,-73.844577,80006
Q070382,40.680541,-73.843579,80007
Q070382,40.680533,-73.843500,80008
Q070382,40.680469,-73.843071,80009
Q070382,40.680412,-73.842624,80010
Q070382,40.680337,-73.842049,80011
Q070382,40.680337,-73.842049,90001
Q070382,40.680320,-73.841918,90002
Q070382,40.680294,-73.841742,90003
Q070382,40.680174,-73.840901,90004
Q070382,40.680038,-73.839983,90005
Q070382,40.680031,-73.839934,90006
Q070382,40.680018,-73.839872,90007
Q070382,40.679973,-73.839547,90008
Q070382,40.679882,-73.838903,90009
Q070382,40.679820,-73.838462,90010
Q070382,40.679794,-73.838214,90011
Q070382,40.679794,-73.838214,100001
Q070382,40.679753,-73.837828,100002
Q070382,40.679651,-73.837102,100003
Q070382,40.679596,-73.836761,100004
Q070382,40.679485,-73.836324,100005
Q070382,40.679309,-73.835692,100006
Q070382,40.679151,-73.835087,100007
Q070382,40.678978,-73.834498,100008
Q070382,40.678928,-73.834285,100009
Q070382,40.678928,-73.834285,110001
Q070382,40.678886,-73.834111,110002
Q070382,40.678787,-73.833724,110003
Q070382,40.678710,-73.833649,110004
Q070382,40.678557,-73.833013,110005
Q070382,40.678373,-73.832199,110006
Q070382,40.678366,-73.832169,110007
Q070382,40.678147,-73.831156,110008
Q070382,40.678058,-73.830812,110009
Q070382,40.677982,-73.830507,110010
Q070382,40.677896,-73.830074,110011
Q070382,40.677834,-73.829824,110012
Q070382,40.677834,-73.829824,120001
Q070382,40.677766,-73.829542,120002
Q070382,40.677655,-73.828943,120003
Q070382,40.677512,-73.827910,120004
Q070382,40.677459,-73.827578,120005
Q070382,40.677287,-73.826491,120006
Q070382,40.677172,-73.825770,120007
Q070382,40.677172,-73.825770,130001
Q070382,40.677155,-73.825666,130002
Q070382,40.676997,-73.824708,130003
Q070382,40.676963,-73.824446,130004
Q070382,40.676954,-73.824384,130005
Q070382,40.676851,-73.823777,130006
Q070382,40.676799,-73.823461,130007
Q070382,40.676792,-73.823419,130008
Q070382,40.676678,-73.822871,130009
Q070382,40.676631,-73.822534,130010
Q070382,40.676631,-73.822534,140001
Q070382,40.676551,-73.821952,140002
Q070382,40.676513,-73.821707,140003
Q070382,40.676469,-73.821439,140004
Q070382,40.676397,-73.821034,140005
Q070382,40.676273,-73.820263,140006
Q070382,40.676253,-73.820110,140007
Q070382,40.676175,-73.819652,140008
Q070382,40.676120,-73.819291,140009
Q070382,40.676120,-73.819291,150001
Q070382,40.676106,-73.819201,150002
Q070382,40.675938,-73.818208,150003
Q070382,40.675781,-73.817275,150004
Q070382,40.675755,-73.817045,150005
Q070382,40.675755,-73.817045,160001
Q070382,40.675745,-73.816954,160002
Q070382,40.675645,-73.815983,160003
Q070382,40.675636,-73.815888,160004
Q070382,40.675588,-73.815438,160005
Q070382,40.675539,-73.814899,160006
Q070382,40.675495,-73.814494,160007
Q070382,40.675443,-73.813931,160008
Q070382,40.675408,-73.813566,160009
Q070382,40.675390,-73.813353,160010
Q070382,40.675390,-73.813353,170001
Q070382,40.675344,-73.812818,170002
Q070382,40.675325,-73.812617,170003
Q070382,40.675297,-73.812172,170004
Q070382,40.675264,-73.811736,170005
Q070382,40.675184,-73.810754,170006
Q070382,40.675095,-73.809775,170007
Q070382,40.675076,-73.809574,170008
Q070382,40.675076,-73.809574,180001
Q070382,40.674972,-73.808515,180002
Q070382,40.674945,-73.808161,180003
Q070382,40.674883,-73.807451,180004
Q070382,40.674855,-73.807129,180005
Q070382,40.674855,-73.807129,190001
Q070382,40.674792,-73.806409,190002
Q070382,40.674785,-73.806365,190003
Q070382,40.674717,-73.805561,190004
Q070382,40.674701,-73.805400,190005
Q070382,40.674688,-73.805255,190006
Q070382,40.674682,-73.805192,190007
Q070382,40.674682,-73.805192,200001
Q070382,40.674621,-73.804510,200002
Q070382,40.674591,-73.804225,200003
Q070382,40.674540,-73.803602,200004
Q070382,40.674506,-73.803185,200005
Q070382,40.674460,-73.802698,200006
Q070382,40.674408,-73.802125,200007
Q070382,40.674408,-73.802125,210001
Q070382,40.674403,-73.802068,210002
Q070382,40.674372,-73.801760,210003
Q070382,40.674358,-73.801550,210004
Q070382,40.674328,-73.801200,210005
Q070382,40.674287,-73.800764,210006
Q070382,40.674275,-73.800624,210007
Q070382,40.674209,-73.799882,210008
Q070382,40.674125,-73.798915,210009
Q070382,40.674086,-73.798476,210010
Q070382,40.674086,-73.798476,220001
Q070382,40.674077,-73.798380,220002
